Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
3/15/09,Joshua Tree National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
3/16/09,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
3/26/09,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
4/3/09,Great Falls,Drowning,Unintentional,Fatal injury,Undetermined,Undetermined
4/5/09,Biscayne National Park,Drowning,Unintentional,Fatal injury,Female,0-14
4/5/09,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,45-54
4/8/09,Saint Croix National Scenic Riverway,Drowning,Unintentional,Fatal injury,Male,45-54
4/10/09,Great Smoky Mountains National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
4/12/09,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
4/22/09,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
4/24/09,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
4/25/09,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Undetermined
4/25/09,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Undetermined
4/25/09,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
4/25/09,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Undetermined
4/26/09,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Fatal injury,Male,0-14
4/26/09,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Fatal injury,Male,35-44
4/27/09,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
4/29/09,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
4/30/09,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
4/30/09,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
4/30/09,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
5/2/09,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,Undetermined
5/18/09,Yosemite National Park,Drowning,Unintentional,Fatal injury,Female,25-34
5/29/09,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/2/09,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
6/3/09,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Female,Undetermined
6/9/09,Chickasaw National Recreation Area,Poisoning,Unintentional,Fatal injury,Undetermined,0-14
6/10/09,Big Bend National Park,Natural/Environmental,Unintentional,Fatal injury,Undetermined,Undetermined
6/11/09,Denali National Park & Preserve,Fall/Slips,Unintentional,Fatal injury,Male,35-44
6/11/09,Denali National Park & Preserve,Fall/Slips,Unintentional,Fatal injury,Male,35-44
6/13/09,Richmond National Battlefield Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
6/13/09,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
6/15/09,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
6/17/09,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/21/09,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/21/09,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/25/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,Undetermined
6/26/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
6/29/09,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/3/09,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/4/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65
7/11/09,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/14/09,Great Falls,Drowning,Unintentional,Fatal injury,Male,25-34
7/19/09,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,0-14
7/19/09,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
7/19/09,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
7/21/09,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
7/24/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/26/09,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,25-34
7/26/09,Death Valley National Park,Natural/Environmental,Unintentional,Fatal injury,Female,45-54
7/29/09,Lassen Volcanic National Park,Natural/Environmental,Unintentional,Fatal injury,Male,0-14
7/29/09,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Female,45-54
7/29/09,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Female,45-54
8/1/09,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/1/09,Bluestone National Scenic River,Drowning,Unintentional,Fatal injury,Male,Undetermined
8/3/09,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
8/3/09,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/3/09,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,35-44
8/5/09,Death Valley National Park,Natural/Environmental,Unintentional,Fatal injury,Male,0-14
8/9/09,North Cascades National Park,Natural/Environmental,Unintentional,Fatal injury,Male,45-54
8/9/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
8/9/09,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
8/9/09,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/13/09,Grand Canyon National Park,Natural/Environmental,Unintentional,Fatal injury,Undetermined,15-24
8/14/09,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Female,45-54
8/15/09,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Fatal injury,Male,15-24
8/15/09,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,25-34
8/17/09,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
8/17/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65
8/19/09,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
8/19/09,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
8/19/09,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
8/20/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
8/22/09,Colonial National Historical Park,Other Transport Crash,Unintentional,Fatal injury,Male,65
8/22/09,Glacier National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
8/23/09,Acadia National Park,Drowning,Unintentional,Fatal injury,Female,0-14
8/23/09,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,35-44
8/25/09,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65
8/29/09,Lake Mead National Recreation Area,Other Transport Crash,Unintentional,Fatal injury,Female,15-24
9/1/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
9/1/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
9/4/09,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
9/5/09,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
9/5/09,Biscayne National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
9/6/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
9/6/09,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,25-34
9/9/09,Grand Canyon National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
9/9/09,Glacier National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/10/09,Yellowstone National Park,Drowning,Unintentional,Fatal injury,Female,25-34
9/11/09,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
9/13/09,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/13/09,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
9/18/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
9/19/09,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/22/09,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
9/22/09,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
9/26/09,Glen Canyon National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,45-54
10/2/09,Gauley River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
10/7/09,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/9/09,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/10/09,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
10/14/09,Denali National Park & Preserve,Other Transport Crash,Unintentional,Fatal injury,Male,65
10/16/09,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
10/16/09,Channel Islands National Park,Natural/Environmental,Unintentional,Fatal injury,Male,45-54
10/27/09,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/27/09,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,Undetermined
11/15/09,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
11/23/09,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
11/27/09,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,45-54
11/28/09,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
11/28/09,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
12/3/09,Great Sand Dunes National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Female,25-34
12/6/09,Yosemite National Park,Poisoning,Unintentional,Fatal injury,Male,Undetermined
12/21/09,Great Smoky Mountains National Park,Fall/Slips,Unintentional,Fatal injury,Female,Undetermined
1/13/10,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
1/26/10,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
3/13/10,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
3/13/10,New River Gorge National River,Undetermined,Undetermined,Fatal injury,Male,Undetermined
3/20/10,Golden Gate National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Female,15-24
3/23/10,Natchez Trace Parkway,Other Specified,Unintentional,Fatal injury,Male,45-54
3/24/10,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
3/29/10,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
3/29/10,Chickamauga & Chattanooga National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
3/31/10,Glacier National Park,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
4/3/10,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,35-44
4/3/10,Point Reyes National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
4/9/10,Castillo De San Marcos National Monument,Other Transport Crash,Unintentional,Fatal injury,Male,Undetermined
4/13/10,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
4/16/10,Amistad National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
4/16/10,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/26/10,Zion National Park,Drowning,Unintentional,Fatal injury,Male,25-34
4/26/10,Zion National Park,Drowning,Unintentional,Fatal injury,Male,25-34
4/27/10,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
4/27/10,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
4/28/10,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
4/29/10,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
5/1/10,Zion National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
5/2/10,Everglades National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
5/7/10,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/8/10,Channel Islands National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
5/8/10,Great Smoky Mountains National Park,Poisoning,Unintentional,Fatal injury,Male,25-34
5/16/10,Denali National Park & Preserve,Fall/Slips,Unintentional,Fatal injury,Male,45-54
5/23/10,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
5/23/10,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
5/23/10,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
5/23/10,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Undetermined
5/23/10,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
5/25/10,Yellowstone National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/25/10,Yellowstone National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/29/10,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
5/29/10,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
5/31/10,Great Falls,Drowning,Unintentional,Fatal injury,Female,0-14
5/31/10,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/31/10,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
5/31/10,Great Falls,Drowning,Unintentional,Fatal injury,Female,35-44
6/3/10,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
6/4/10,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
6/5/10,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,0-14
6/5/10,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,0-14
6/5/10,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/5/10,Mount Rainier National Park,Natural/Environmental,Unintentional,Fatal injury,Male,25-34
6/5/10,Mount Rainier National Park,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
6/5/10,Mount Rainier National Park,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
6/7/10,Denali National Park & Preserve,Fall/Slips,Unintentional,Fatal injury,Male,25-34
6/12/10,New River Gorge National River,Natural/Environmental,Unintentional,Fatal injury,Female,25-34
6/18/10,Glacier National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
6/18/10,Glacier National Park,Drowning,Unintentional,Fatal injury,Female,Undetermined
6/21/10,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/23/10,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
6/24/10,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Male,65
6/27/10,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/27/10,Great Sand Dunes National Park & Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
6/28/10,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/1/10,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
7/2/10,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
7/2/10,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
7/3/10,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Female,0-14
7/4/10,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,0-14
7/4/10,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
7/7/10,Glen Canyon National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,15-24
7/7/10,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,55-64
7/7/10,Olympic National Park,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/7/10,Olympic National Park,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/7/10,Olympic National Park,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/7/10,Olympic National Park,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/8/10,Grand Canyon National Park,Natural/Environmental,Unintentional,Fatal injury,Female,15-24
